CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,CH 11,CH 12,Suhu,Debit
0,42,0,19,3,0,3,0,0,0,0,0,28.3,47.105288
2,0,0,0,0,0,0,0,0,4,25,4.8,28.3,42.474163
0,0,0,0,0,7,0,0,2,2,6,46.2,28.3,42.474163
2,0,0,21,0,16,0,0,1,0,0,0,28.3,51.893474
5,0,5,2,67,14,21,0,0,0,0,0,28.3,51.893474
0,7,0,25,2,9,2,16,0,0,21,7.7,28.3,56.83373
1,20,43,40,8,39,1,0,26,7,3,9,28.3,51.893474
1,25,2,35,10,2,2,4,0,3,2,2,28.3,61.921509
0,0,0,21,0,0,0,0,0,0,0,0,28.3,47.105288
29,0,1,16,3,0,1,40,0,0,32,29.2,28.3,83.669427
0,0,0,54,0,0,0,0,0,0,0,0,28.3,51.893474
33,49,17,0,52,15,19,67,7,11,69,47,28.3,47.105288
0,0,0,2,0,0,0,0,0,2,0,0,28.3,51.893474
21,0,0,27,3,11,0,6,0,0,0,0,28.3,56.83373
8,22,5,19,26,3,1,13,0,10,0,0,28.3,51.893474
12,44,3,0,19,13,22,11,0,10,37,42,28.3,120.13507
15,0,2,17,8,8,2,24,0,2,0,0,28.3,83.669427
63,9,2,23,29,2,14,94,6,74,123,79.8,28.3,72.523335
3,39,1,0,56,9,6,5,0,1,4,3.5,28.3,67.152653
14,13,0,6,20,6,2,10,4,0,5,6,28.3,83.669427
3,6,23,13,3,5,0,7,12,0,0,0,28.3,61.921509
46,12,5,10,26,4,19,56,32,3,27,43.2,28.3,72.523335
35,30,0,0,52,19,12,28,0,2,0,0,28.3,78.03002
0,51,29,47,62,58,59,0,50,0,0,0,28.3,67.152653
0,61,15,0,29,32,7,0,12,0,8,12.9,28.3,51.893474
0,0,0,0,7,0,53,0,11,3,0,0,28.3,56.83373
0,0,0,41,0,2,0,0,4,5,0,0,28.3,61.921509
0,61,7,10,27,58,50,0,31,5,0,0,28.3,51.893474
4,30,27,16,18,32,20,0,38,4,6,2.9,28.3,47.105288
0,6,6,0,5,16,5,0,14,2,4,0,29.7,51.893474
0,0,5,0,38,19,7,0,39,3,39,16.6,29.7,61.921509
0,3,0,8,0,21,0,0,21,0,0,0,29.7,33.7058
47,0,43,0,23,12,16,11,8,1,0,4.8,29.7,25.640871
0,5,0,0,0,0,0,0,0,0,0,0,29.7,95.3344
0,6,0,0,0,0,0,0,0,0,0,0,29.7,51.893474
27,0,11,0,35,19,23,0,25,2,27,22.9,29.7,42.474163
12,10,0,0,0,3,0,6,0,6,0,0,29.7,47.105288
0,15,9,0,8,0,0,0,5,3,0,2.4,29.7,25.640871
5,2,0,0,0,0,0,3,0,0,5,6.5,29.7,18.347114
0,0,0,0,0,0,0,0,0,2,0,0,29.7,18.347114
0,0,0,0,0,0,0,0,0,0,0,0,29.7,25.640871
0,0,0,0,0,0,0,0,0,0,0,0,29.7,21.89256
39,0,0,3,8,4,45,43,0,2,0,2.1,29.7,18.347114
34,0,0,14,1,0,0,31,0,0,10,0,29.7,18.347114
0,13,21,0,3,3,0,0,18,0,5,0,29.7,15.016884
2,1,6,0,0,1,0,0,0,0,0,0,29.7,11.9168
0,0,0,6,0,0,0,0,0,0,0,0,29.7,11.9168
0,0,0,0,3,0,0,0,6,0,0,1.6,29.7,11.9168
0,0,0,0,0,0,0,0,0,12,0,0,29.7,6.4866843
0,0,0,0,0,0,0,0,0,0,0,0,29.7,6.4866843
0,0,0,0,6,0,0,0,0,0,0,0,29.7,4.213225
0,0,0,0,0,0,0,0,0,0,0,0,29.7,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.7,25.640871
0,0,0,23,0,0,0,7,0,0,0,0,29.7,11.9168
0,22,7,9,30,31,2,0,44,0,0,0,29.7,6.4866843
0,11,8,8,2,9,0,0,0,0,0,0,29.7,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.7,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.7,11.9168
0,0,0,0,0,0,0,0,0,0,0,0,29.7,18.347114
0,31,19,50,7,29,15,0,10,0,0,0,29.5,11.9168
0,16,9,37,7,15,6,0,3,0,19,7,29.5,25.640871
0,0,0,0,0,0,0,0,24,0,0,0,29.5,18.347114
0,36,0,6,45,36,62,6,2,0,0,0,29.5,15.016884
0,16,8,1,3,14,39,11,0,0,35,7.6,29.5,11.9168
13,9,0,18,16,8,65,46,1,0,0,0,29.5,9.0654169
10,0,0,0,4,0,0,0,0,0,0,0,29.5,6.4866843
0,0,0,0,0,0,0,0,0,0,0,0,29.5,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.5,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.5,0.8108355
0,0,0,0,0,0,0,0,0,0,0,0,29.5,17.015
0,0,0,0,0,0,0,0,0,0,0,0,29.5,16.175
0,0,0,0,0,0,0,0,0,0,0,0,29.5,16.269
0,0,0,4,0,0,0,0,0,0,0,0,29.5,18.136
0,0,0,0,0,0,0,15,0,0,0,0,29.5,18.379
13,0,0,0,0,0,18,20,0,0,0,0,29.5,13.302
0,0,0,0,0,0,0,0,0,0,0,0,29.5,12.682
0,0,0,0,0,0,0,0,0,0,0,0,29.5,12.032
0,0,0,0,0,0,0,0,0,0,0,0,29.5,18.672
0,0,0,0,0,0,0,0,0,0,0,0,29.5,18.501
28,0,1,0,35,0,0,9,0,0,51,35.3,29.5,18.201
0,0,0,0,0,0,0,0,0,0,0,0,29.5,17.442
0,0,0,0,0,0,0,0,0,0,0,0,29.5,19.733
0,0,0,0,0,0,0,0,0,0,0,0,29.5,18.572
8,0,0,0,0,15,20,0,21,0,7,12.2,29.5,17.936
0,0,0,0,0,0,0,0,0,0,0,0,29.5,14.181
0,0,0,0,0,0,0,0,0,0,0,0,29.5,0.8108355
0,0,0,5,0,0,0,0,0,0,0,0,29.5,18.949
0,0,0,0,0,0,8,0,0,0,0,0,29.5,18.175
12,0,0,0,0,0,1,4,0,0,0,4.7,29.5,14.18
0,0,0,0,0,0,0,0,0,0,0,0,29.5,15.159
0,0,0,0,0,0,0,0,0,0,0,0,28.6,13.781
0,0,0,0,0,0,0,0,0,0,0,0,28.6,12.892
0,0,0,0,0,0,0,0,0,0,0,0,28.6,13.674
0,0,0,5,0,0,0,0,0,0,0,0,28.6,14.181
0,0,3,0,11,0,29,0,8,0,0,0,28.6,13.525
0,0,0,0,0,0,0,0,0,0,30,10,28.6,12.649
0,0,0,0,0,0,0,0,0,0,0,0,28.6,12.904
0,0,0,0,0,0,0,0,0,0,0,0,28.6,0.8108355
0,0,0,0,4,0,1,0,0,0,0,0,28.6,51.893474
0,0,0,0,0,0,1,0,2,0,0,0,28.6,14.308
25,10,2,0,6,0,0,12,10,0,0,0,28.6,2.2933892
0,0,0,0,0,0,0,4,0,0,0,0,28.6,0.8108355
13,6,0,0,5,0,15,0,0,0,0,6.2,28.6,2.2933892
0,0,0,14,0,0,0,0,0,0,0,0,28.6,6.4866843
18,30,15,24,6,0,1,17,8,0,15,0,28.6,9.0654169
0,23,11,20,0,0,1,0,16,0,0,0,28.6,11.9168
7,3,11,17,5,0,6,10,2,0,0,26.2,28.6,6.4866843
0,0,1,0,4,0,14,0,1,0,0,4.5,28.6,11.9168
0,34,0,4,1,0,2,0,20,0,0,0,28.6,11.9168
8,15,2,5,9,0,43,24,13,0,0,0,28.6,72.523335
0,0,0,14,1,0,1,0,0,0,0,0,28.6,25.640871
26,35,9,7,11,0,20,16,5,0,46,71.2,28.6,15.016884
0,15,0,25,7,0,38,0,4,0,52,3.9,28.6,11.9168
0,0,16,1,0,0,0,3,10,0,0,0,28.6,11.9168
0,0,9,2,0,0,1,0,38,0,0,0,28.6,15.016884
34,0,0,15,1,0,0,37,0,0,0,17.8,28.6,11.9168
0,0,2,0,2,0,1,0,4,0,0,6.6,28.6,11.9168
5,0,0,0,4,0,12,8,11,0,0,0,28.6,9.0654169
0,0,0,0,0,0,0,0,0,0,0,2.3,28.6,6.4866843
0,0,5,0,0,0,0,0,8,0,0,0,28.6,0.8108355
0,0,0,0,0,0,0,0,0,0,0,0,28.8,15.276
0,0,0,0,0,0,0,0,0,0,0,0,28.8,14.507
0,0,0,0,0,0,0,0,0,0,0,0,28.8,14.389
0,0,0,0,0,0,0,0,0,0,0,0,28.8,13.503
0,0,0,0,0,0,0,0,0,0,0,0,28.8,11.132
0,0,0,0,0,0,0,0,0,0,0,0,28.8,10.938
0,0,0,0,0,0,0,0,0,0,0,0,28.8,11.322
0,0,0,2,0,0,0,0,0,0,0,0,28.8,2.2933892
4,0,0,8,0,0,0,0,0,0,12.5,2,28.8,11.9168
6,0,17,0,3,0,5,0,27,0,25,10.2,28.8,2.2933892
0,28,1,0,3,20,18,0,14,0,0,0,28.8,0.8108355
0,0,0,0,17,0,0,0,0,0,0,0,28.8,12.582
0,0,0,0,0,0,0,0,0,0,0,0,28.8,11.132
0,0,0,0,0,0,0,0,0,0,0,0,28.8,11.917
0,0,0,0,0,0,0,0,0,0,0,0,28.8,11.305
0,0,0,0,0,0,0,0,0,0,0,0,28.8,10.127
0,0,0,0,0,0,0,0,0,0,0,0,28.8,9.781
0,0,0,0,0,0,0,0,0,0,0,0,28.8,9.234
0,0,0,0,0,0,0,0,0,0,0,0,28.8,8.982
0,0,0,0,0,0,0,0,0,0,0,0,28.8,8.852
0,0,0,0,0,0,0,0,0,0,0,0,28.8,8.452
0,0,0,0,0,0,0,0,0,0,0,0,28.8,7.655
0,0,0,0,0,0,0,0,0,0,0,0,28.8,7.042
0,0,0,0,0,0,0,0,0,0,0,0,28.8,7.119
0,0,0,0,0,0,0,0,0,0,0,0,28.8,7.196
0,0,0,0,0,0,0,0,0,0,0,0,28.8,7.042
0,0,0,0,0,0,0,0,0,0,0,0,28.8,6.803
0,0,0,0,0,0,0,0,0,0,0,0,28.8,6.623
0,0,0,0,0,0,0,0,0,0,0,0,28.8,6.4866843
0,0,0,54,0,0,0,0,0,0,0,0,28.8,0.8108355
17,15,11,0,0,13,18,31,12,0,26,6.6,28.8,8.071
0,0,1,2,0,0,3,0,12,0,0,0,29.2,2.2933892
0,0,2,19,0,0,0,0,0,0,0,0,29.2,2.2933892
0,0,7,1,0,0,0,0,30,0,0,0,29.2,4.213225
0,0,6,11,0,0,1,0,0,0,0,0,29.2,0.8108355
7,0,1,0,0,0,2,4,11,0,0,0,29.2,6.4866843
0,0,1,0,0,0,0,0,29,0,0,0,29.2,2.2933892
0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.4866843
2,39,0,13,0,0,0,0,0,0,0,0,29.2,0.8108355
0,22,3,0,0,0,24,16,5,0,0,0,29.2,9.175
0,0,0,0,0,0,0,0,0,0,0,0,29.2,9.097
0,0,0,0,0,0,0,0,0,0,0,0,29.2,9.019
0,0,0,0,0,0,0,0,0,0,0,0,29.2,9.104
0,0,0,10,0,0,0,0,0,0,0,0,29.2,9.024
0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.856
0,0,0,1,0,0,13,0,0,0,0,0,29.2,8.072
0,0,0,0,0,0,0,0,0,0,0,0,29.2,2.2933892
0,0,0,6,0,0,0,0,0,0,0,0,29.2,0.8108355
0,25,2,5,0,0,32,0,5,0,0,0,29.2,10.872
0,20,3,0,0,0,16,0,0,0,0,0,29.2,8.982
0,0,0,0,0,0,0,0,0,0,0,0,29.2,8.852
0,2,0,6,0,0,0,0,0,0,0,0,29.2,6.497
0,1,0,0,0,0,0,0,0,0,0,0,29.2,6.589
0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.015
0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.561
0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.436
0,0,0,0,0,0,0,0,0,0,0,0,29.2,5.622
0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.537
0,0,0,0,0,0,0,0,0,0,0,0,29.2,6.698
0,0,0,3,0,0,0,0,0,0,0,0,29.2,5.372
3,2,0,0,0,0,1,2,0,0,0,0,29.2,5.243
0,0,0,0,0,0,3,0,0,0,0,0,29.2,4.541
0,0,0,0,0,0,0,0,0,0,0,0,29,4.246
0,0,0,0,0,0,0,0,0,0,0,0,29,4.453
0,0,0,0,0,0,0,0,0,0,0,0,29,5.023
0,0,0,0,0,0,0,0,0,0,0,0,29,5.142
0,0,0,0,0,0,0,0,0,0,0,0,29,4.091
0,0,0,0,0,0,0,0,0,0,0,0,29,4.361
0,0,0,0,0,0,0,0,0,0,0,0,29,4.081
0,0,0,0,0,0,0,0,0,0,0,0,29,4.446
0,0,0,2,0,0,0,0,0,0,0,0,29,9.175
0,10,0,0,0,0,0,0,0,0,0,0,29,107.49612
0,12,2,58,0,0,3,0,3,0,0,0,29,25.640871
53,57,11,5,0,0,91,48,18,0,0,0,29,2.2933892
27,7,10,2,0,0,5,23,12,0,0,0,29,11.9168
0,0,2,0,0,0,5,0,0,0,0,0,29,9.0654169
17,13,5,4,0,0,12,18,0,0,0,0,29,21.89256
0,0,0,0,0,0,0,0,0,0,0,0,29,11.9168
22,4,8,0,0,0,19,25,27,0,0,0,29,6.4866843
7,1,0,3,0,0,2,0,0,0,0,0,29,4.213225
0,0,0,5,0,0,0,0,0,0,0,0,29,2.2933892
0,0,0,4,0,0,0,0,0,0,0,0,29,18.347114
0,1,0,0,0,0,0,0,0,0,0,0,29,11.9168
15,20,7,0,0,0,14,18,0,0,0,0,29,9.0654169
21,17,3,10,0,0,7,0,0,0,0,0,29,18.347114
0,0,0,41,0,0,0,0,0,0,0,0,29,11.9168
0,47,29,13,0,0,0,0,0,0,0,0,29,11.9168
2,26,1,0,0,0,3,0,0,0,0,0,29,9.0654169
0,0,0,0,0,0,0,0,0,0,0,0,29,6.4866843
0,0,0,0,0,0,0,0,0,0,0,0,29,12.51
0,0,0,0,0,0,0,0,0,0,0,0,29,5.243
0,0,0,0,0,0,0,0,0,0,0,0,29,4.541
0,0,0,0,0,0,0,0,0,0,0,0,28.5,4.246
0,0,0,0,0,0,0,0,0,0,0,0,28.5,4.453
0,0,0,0,0,0,0,0,0,77,40,36,28.5,5.023
0,0,0,1,0,0,0,0,0,0,0,0,28.5,7.548
0,0,2,1,0,0,0,0,0,0,0,0,28.5,6.163
0,0,1,0,0,0,0,0,0,0,0,0,28.5,5.847
0,0,0,0,0,0,3,0,0,0,0,0,28.5,5.337
0,0,0,0,0,0,0,0,0,0,0,0,28.5,5.156
0,0,0,0,0,0,0,0,0,0,0,0,28.5,5.476
0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.618
0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.741
0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.785
0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.505
0,0,0,0,0,0,0,0,0,0,0,0,28.5,8.591
0,0,0,18,0,0,0,0,0,0,0,0,28.5,6.549
3,28,0,0,45,24,6,0,0,43,0,11,28.5,6.565
0,2,0,0,0,1,0,0,0,15,0,0,28.5,6.638
14,8,0,0,15,4,3,29,0,2,20,18,28.5,7.019
0,0,2,0,0,0,0,0,0,0,0,0,28.5,6.428
1,0,0,0,0,0,0,0,0,22,0,2,28.5,6.321
0,0,0,0,0,0,0,0,0,0,0,0,28.5,6.21
0,10,2,0,0,8,1,0,23,0,0,0,28.5,6.505
0,0,0,0,0,0,0,0,0,0,0,0,28.5,5.103
0,0,0,0,0,0,0,0,0,0,0,0,28.5,5.193
0,0,0,0,0,0,0,0,0,0,0,0,28.5,9.583
0,0,0,10,0,0,0,0,0,2,0,0,28.5,6.487
0,13,6,2,12,10,1,0,6,7,0,0,28.5,9.065
17,4,6,11,6,2,0,11,12,6,23,4.8,28.5,11.917
3,0,3,0,1,0,7,4,4,0,9,14,28.5,9.065
1,0,0,9,6,0,0,0,0,10,0,0,28.5,25.64
13,0,0,59,13,0,8,6,5,5,0,0,28.5,15.016884
24,0,22,27,20,14,24,29,5,8,12,23.9,28.4,33.7058
0,51,0,4,0,0,0.2,0,0,0,0,2.3,28.4,18.347114
13,56,48,34,11,10,9,57,3,30,12,13.1,28.4,25.640871
0,1,5,4,0,0,2,7,1,29,0,0,28.4,11.9168
7,0,12,33,4,18,20,19,2,47,21,23.9,28.4,18.347114
0,2,0,1,0,20,11,1,6,2,3,3.9,28.4,21.89256
0,1,0,2,0,0,21,0,0,15,31,29.4,28.4,18.347114
51,24,3,22,49,23,30,2,2,11,0,0,28.4,25.640871
0,13,0,0,0,6,0.2,5,1,19,45,29.9,28.4,146.77691
62,25,9,45,56,22,7,21,3,0,0,0,28.4,56.83373
91,71,78,48,90,35,22,91,9,35,5,7.2,28.4,51.893474
27,13,29,18,25,19,38,27,13,36,40,18.1,28.4,47.105288
6,14,7,5,6,6,23,18,2,17,0,0,28.4,67.152653
4,5,2,2,4,2,3,5,0,20,6,7.2,28.4,95.3344
4,47,52,59,4,45,56,79,17,0,20,41.1,28.4,61.921509
25,16,11,15,24,19,67,23,18,13,75,58.8,28.4,51.893474
7,21,2,17,7,16,4,4,10,4,0,0,28.4,95.3344
0,25,29,47,0,32,25,49,27,3,0,1.2,28.4,61.921509
90,53,63,56,88,45,23,81,22,1,18,19,28.4,51.893474
12,14,8,0,11,5,2,14,1,3,11,10.2,28.4,56.83373
10,8,6,4,9,7,7,8,0,0,11,10.9,28.4,51.893474
2,27,15,2,2,4,1,21,0,0,0,0,28.4,51.893474
0,13,2,0,0,0,14,0,0,0,0,0,28.4,67.152653
0,17,26,17,0,44,4,27,0,0,0,11.7,28.4,42.474163
33,21,27,48,32,32,7,33,0,0,25,12.3,28.4,51.893474
34,55,32,18,31,15,39,43,0,0,6,4.5,28.4,51.893474
3,9,0,11,3,10,36,0,0,0,25,15,28.4,72.523335
5,11,13,2,4,4,1,23,0,0,6,3,28.4,67.152653
53,28,30,31,51,32,23,32,0,0,30,18,28.4,51.893
0,0,3,0,0,0,0.2,0,0,0,0,0,28.4,72.523335
8,44,33,38,26,10,46,17,19,5,0,13.2,28,47.105288
16,35,29,9,127,77,100,8,11,0,0,2.1,28,51.893
2,14,2,0,0,0,5,4,0,0,0,8,28,107.49612
51,8,6,2,0,16,10,40,7,3,0,1,28,95.3344
62,29,11,16,33,60,45,46,6,20,30,79.4,28,67.152653
25,43,5,5,15,3,26,65,13,42,19,36.4,28,72.523335
0,40,0,7,0,4,0,3,8,4,0,0,28,67.152653
0,3,9,10,45,50,17,0,0,0,0,4,28,25.640871
0,1,3,2,2,7,2,0,28,28,0,12.2,28,25.64
0,1,1,0,0,0,2,0,0,0,0,10,28,29.581
0,21,3,0,0,0,1,0,0,6,5,0,28,51.893474
1,1,0,2,0,0,0,24,9,22,0,1.9,28,25.640871
10,69,14,9,8,69,8,0,11,15,3,0,28,72.523335
0,0,0,28,0,0,0,0,0,0,0,0,28,67.152653
30,32,4,28,18,65,23,37,6,0,18,13.4,28,61.921509
2,55,13,28,38,64,84,5,26,4,21,1,28,72.523335
0,12,5,49,45,17,2,0,16,30,15,6.1,28,83.669427
10,38,6,6,11,19,22,25,12,7,20,7.2,28,72.523335
14,58,14,44,37,32,42,29,35,3,27,23.9,28,72.523
7,7,8,9,75,7,19,11,6,102,5,60,28,51.893
6,65,32,0,5,30,4,0,4,12,27,11.4,28,29.581
1,10,4,0,0,3,2,3,0,12,7,11.6,28,72.523
0,35,8,0,0,7,1,0,0,15,0,0,28,61.921
40,35,17,0,8,58,26,43,5,9,34,11.9,28,33.7058
0,14,5,0,11,5,0,0,0,0,15,37.3,28,51.893474
5,34,0,0,8,0,0,3,0,0,1,2.9,28,25.640871
0,2,4,0,11,14,15,0,2,0,0,8.2,28,25.640871
4,0,0,0,17,0,28,8,0,0,0,0,28,29.58161
2,4,4,0,4,1,4,0,0,0,23,8.9,28,25.640871
27,0,3,0,14,5,24,24,6,0,13,25.9,28,46.704127
8,0,5,0,5,9,0,9,9,0,0,1.4,28,65.271002
37,9,4,4,5,8,9,32,0,27,42,53.4,27.8,51.150357
14,6,3,14,6,5,4,10,3,3,7,2.3,27.8,10.72512
40,90,17,34,84,87,69,54,29,7,45,9.5,27.8,65.271002
0,6,14,3,2,5,11,8,10,1,14,0,27.8,23.076784
0,2,1,0,8,1,0,0,4,0,0,0,27.8,65.271002
0,0,0,0,8,0,0,0,0,0,0,0,27.8,30.33522
0,0,0,0,0,0,0,0,0,0,0,0,27.8,13.515196
10,5,0,15,7,4,1,17,0,23,28,53.6,27.8,10.72512
0,0,0,0,0,0,0,0,0,0,20,0,27.8,2.0640503
44,164,11,145,125,143,99,47,20,23,0,15,27.8,17.1171
18,11,3,11,5,2,2,54,9,5,5,2.9,27.8,14.9562
2,3,5,49,4,2,1,67,3,5,49.5,61,27.8,11.9916
0,2,0,0,0,2,0,0,0,0,7,0,27.8,9.7443
43,9,21,33,9,7,5,45,8,4.5,0,12,27.8,8.7156
0,0,0,0,0,0,0,7,0,0,50,0,27.8,8.1756
13,65,16,60,75,63,78,32,15,17,27,22,27.8,7.1703
8,16,3,6,39,13,22,22,23,10,75,31.9,27.8,7.1703
51,36,6,18,35,34,33,41,20,58,47,71,27.8,7.3368
43,31,4,32,20,30,35,55,2,45,91,47.7,27.8,75.302485
118,51,16,45,55,48,81,73,13,55,36,80,27.8,5.8380159
26,50,13,5,43,45,31,51,56,32,0.8,26.8,27.8,5.8380159
0,0,0,0,0,0,5,0,5,0,0,4.2,27.8,19.3167
2,3,0,5,3,115,0,8,0,0,0,9.1,27.8,2.0640503
0,0,0,0,0,0,0,0,0,0,8,1,27.8,85.80096
0,0,0,0,0,90,0,0,0,0,23,0,27.8,5.8380159
26,1,0,0,50,0,4,35,0,0,34,12.5,27.8,23.076784
71,3,1,0,11,0,0,73,1,0,7,28.5,27.8,75.302485
3,0,0,8,0,0,0,18,2,0,7,21.4,27.8,65.271002
10,38,21,0,66,37,14,6,0,0,6,0,27.8,46.704127
20,10,5,5,59,9,16,30,2,0,3,0,27.8,85.80096
7,2,8,17,16,2,18,0,29,0,9,0,27.8,65.271002
0,0,0,0,0,0,0,0,0,0,15,1,28.75,55.729358
28,5,24,0,13,4,4,0,17,2,0,6.6,28.75,5.8380159
13,0,0,0,0,0,0,0,0,0,0,0,28.75,2.0640503
0,0,2,0,0,0,2,0,0,0,0,0,28.75,157.62643
0,0,0,2,0,0,0,0,0,0,48,0,28.75,65.271002
50,0,0,36,0,0,0,34,0,0,3,43.8,28.75,10.72512
65,70,31,5,83,68,76,46,45,8,0,27.9,28.75,55.729358
7,7,16,9,9,6,4,16,3,1,0,0,28.75,23.076784
0,19,9,27,16,18,2,7,5,0,34,0,28.75,65.271002
8,19,13,11,37,17,13,2,17,14,4,24.8,28.75,30.33522
37,11,6,26,17,10,11,1,12,8,16,3,28.75,46.704127
17,2,0,24,7,1,1,0,0,2,8,17.1,28.75,23.076784
0,0,0,5,0,0,0,4,0,0,0,0,28.75,108.12157
4,7,1,0.1,9,6,10,9,10,11,0.1,2.6,28.75,65.271002
3,4,1,0,2,3,4,0,3,1,0,3.7,28.75,46.704127
3,12,4,8,4,11,14,18,14,34,0,4.1,28.75,26.623449
0,32,18,17,11,30,17,0,4,2,25,4,28.75,30.33522
0,0,0,5,0,0,0,0,0,0,0,0,28.75,46.704127
23,0,0,0,6,0,0,12,2,0,0,0,28.75,16.512402
0,0,0,0,14,0,0,22,4,1,0,0,28.75,729.75198
0,0,0,0,0,0,1,0,13,0,0,0,28.75,119.91049
0.5,8,0,7,14,7,6,11,10,0,1,6.2,28.75,65.271002
0,0,0,0,0,0,0,0,0,8,0,0,28.75,55.729358
0,2,0,4,3,1,0,2,0,0,6,0,28.75,65.271002
6,4,0,13,6,3,0,40,0,5,62,0,28.75,46.704127
116,0,1,5,0,0,6,25,0,15,18,0,28.75,96.74651
0,19,3,0,9,18,23,3,0,55,0,0,28.75,85.80096
8,0,1,0,0,0,0,0,3,0,22,0,28.75,132.09922
0.7,0,0,0,11,1,3,0,0,0,0,0,28.7,96.74651
0.4,0,0,1,6,0,0,0,2,2,10,3.2,28.7,46.704127
8,12,1,0,1,11,3,4,13,15,26,15.6,28.7,85.80096
120,34,12,5,10,32,26,61,3,57,50,68.3,28.7,132.09922
24,2,4,2,2,1,46,8,0,0,20,3,28.7,119.91049
0,5,0,10,4,4,0,2,10,0,0,0,28.7,157.62643
0,25,5,2,3,24,3,0.5,16,0,0,0,28.7,212.98759
27,12,0,4,8,12,18,5,4,38,20,52.5,28.7,85.80096
15,52,3,18,12,51,15,8,20,68,37,18,28.7,75.302485
55,70,16,37,47,69,26,17,65,69,46,8.4,28.7,65.271002
48,49.5,39,0,21,48,38,13,5,7,0,34.4,28.7,85.80096
7,0,33,35,2,0,0,4,12,21,0,0,28.7,55.729358
0,15,22,27,19,14,5,0,7,0,0,0,28.7,65.271002
48,33.5,16,50,47,32,29,33,16,13,109,52.9,28.7,85.80096
27,25.5,27,43,20,24,28,92,45,9,53,79,28.7,75.302485
24,12.5,27,8,65,11,3,24,9,37,32,20.5,28.7,46.704127
0,0,4,0,0,0,3,0,0,15,18,18,28.7,30.33522
1.7,0,1,14,0,0,0,3,0,0,0,0,28.7,23.076784
5,14.5,16,37,21,13,35,0,12,1,35,22.5,28.7,46.704127
32,19,26,21,38,18,25,15,2,7,28,21,28.7,75.302485
21,26.5,37,18,7,25,12,8,55,20,16.5,12.2,28.7,108.12157
86,66.5,2,23,54,65,67,13,40,2,27,66.9,28.7,23.076784
3,18,13,55,29,17,6,0,13,18,21,6.5,28.7,42.394759
2,7.5,4,16,3,7,2,3,11,9,34,0,28.7,30.33522
25,38,5,65,39,37,24,20,36,0,32,22.5,28.7,46.704127
5,2,0,22,12,1,24,14,20,15,0,0,28.7,23.076784
8,31.5,3,14,18,30,16,16,14,10,8,6.6,28.7,46.704127
19,11,1,8,27,10,11,21,10,53,25,13.9,28.7,30.33522
7,13.5,0,12,4,13,2,0,8,5,0,0,28.7,42.394759
0,0,0,0,0,0,0,0,0,15,0,3.9,28.7,65.271002
0,0,0,0,0,0,4,0,0,0,0,0,28.7,75.302485
14,16,0,0,24,15,3,17,0,13,33,31.5,28.9,132.09922
4,0,9,0,6,0,24,0,0,10,14,29,28.9,198.632
0,0,0,2,0,0,0,0,0,2,0,0,28.9,85.80096
0,0,0,0,0,0,0,0,0,11,0,4.7,28.9,242.68176
0,0,0,0,0,0,0,0,0,35,0,0,28.9,184.61427
0,0,0,1,0,0,1,0,0,0,0,0,28.9,132.09922
49,7,1,0,7,6,0,3,0,0,0,0,28.9,75.302485
21,0,0,2,0,0,0,0,3,0,10,10,28.9,38.226747
0,8,3,4,12,7,0,7,0,26,0,0,28.9,46.704127
0,0,0,0,0,0,0,0,0,20,0,0,28.9,23.076784
0,23.5,1,31,17,22,0,0,0,0,0,0,28.9,23.076784
0,0,0,0,0,0,0,0,0,0,0,0,28.9,16.512402
0,15.5,0,5,18,14,24,0,0,0,0,0,28.9,55.729358
0,6,1,36,2,5,6,0,11,0,0,0,28.9,108.12157
0,0,0,0,0,0,4,0,16,0,0,0,28.9,65.271002
0,6,9,12,8.5,5,0,10,1,4,0,0,28.9,75.302485
4,10,0,0,5,9,12,0,7,6,22,8.6,28.9,46.704127
43,12,0,5,29,10,35,27,3,3,3,0,28.9,38.226747
0,0,0,0,1,0,0,0,3,1,0,0,28.9,30.33522
7,22,0,47,26,21,42,8,96,9,43,9.6,28.9,23.076784
6,4.5,0,3,4,4,2,0.5,28,0,0,0,28.9,19.703304
0,54,0,22,0,53,6,0,107,0,0,0,28.9,16.512402
0,0,0,40,0,0,0,0,0,2,0,0,28.9,10.72512
0,6.5,0,2,0,6,0,0,31,0,0,0,28.9,5.8380159
0,29.5,0,32,0,29,0,0,19,1,0,0,28.9,10.72512
