Tanggal,Curah Hujan,Suhu,Debit
07/01/2016,31.67375,27.7,106.3289
08/01/2016,12.90529,27.3,59.43896
09/01/2016,13.87838,27.6,59.16354
10/01/2016,10.36631,27.9,31.945
11/01/2016,5.877809,27.8,27.363
12/01/2016,7.565415,27.9,52.87087
13/01/2016,9.333771,27.8,69.346
14/01/2016,6.730668,27.6,49.65932
15/01/2016,19.94296,27.3,76.5178
16/01/2016,3.642401,27.3,35.36655
17/01/2016,1.310899,27.9,22.89616
18/01/2016,0.388429,27.9,19.31535
19/01/2016,1.245254,27.8,22.51687
20/01/2016,9.332762,27.5,41.408
21/01/2016,2.225381,26.3,32.855
22/01/2016,0.909954,27.9,18.36801
23/01/2016,17.86698,27.9,64.78315
24/01/2016,22.31012,26.8,76.75951
25/01/2016,25.81961,27.4,74.969
26/01/2016,28.68786,27.4,95.82941
27/01/2016,24.88578,27.9,107.346
28/01/2016,7.455051,27.9,70.433
29/01/2016,1.817876,27.8,36.79
30/01/2016,8.571089,27.9,28.646
31/01/2016,7.764481,27.8,53.47805
01/02/2016,4.629264,27.8,48.833
02/02/2016,6.961344,26.7,50.62557
03/02/2016,36.00197,27.5,97.335
04/02/2016,25.2322,27,84.2297
05/02/2016,24.27327,26.5,40.786
06/02/2016,16.31538,26.5,61.2238
07/02/2016,17.39112,27,59.021
08/02/2016,13.33717,26.5,58.77911
09/02/2016,1.005272,28,111.628
10/02/2016,13.3752,26,115.173
11/02/2016,7.021274,26.5,51.45501
12/02/2016,2.658593,27,63.903
13/02/2016,5.165039,27.5,56.48752
14/02/2016,17.37602,26.5,62.77274
15/02/2016,4.189964,27.5,98.886
16/02/2016,3.308975,27.5,37.75386
17/02/2016,0.642299,26.5,19.00997
18/02/2016,1.015343,26.5,60.577
19/02/2016,10.64333,27,46.459
20/02/2016,0.135338,27,85.541
21/02/2016,0.240934,26.5,15.77388
22/02/2016,4.342309,27,42.906
23/02/2016,9.015923,26.5,55.31229
24/02/2016,4.742756,26.5,43.34999
25/02/2016,20.24878,27,70.79508
26/02/2016,6.854745,27,52.301
27/02/2016,13.62844,27,58.6482
28/02/2016,4.050478,27,35.33
29/02/2016,6.267418,27,48.45267
01/03/2016,3.643925,27,32.325
02/03/2016,2.148062,27,27.45987
03/03/2016,8.907217,26.5,76.81
04/03/2016,6.540637,26.5,49.004
05/03/2016,2.434766,26.5,61.703
06/03/2016,8.680507,26.5,75.05904
07/03/2016,1.849145,27,23.94575
08/03/2016,9.693285,26.5,55.4116
09/03/2016,0,27,10.72066
10/03/2016,0,27,11.38491
11/03/2016,0.002084,27.5,10.47144
12/03/2016,3.270357,27.5,72.841
13/03/2016,2.424853,27,77.669
14/03/2016,8.794717,27,59.988
15/03/2016,11.72094,27.5,62.40852
16/03/2016,12.36711,27.5,59.64172
17/03/2016,5.306885,27.5,43.68189
18/03/2016,0.846235,28.5,17.65032
19/03/2016,8.439788,27.5,53.85143
20/03/2016,5.617053,27,85.061
21/03/2016,1.03113,27.5,20.57108
22/03/2016,0.241841,27,14.93223
23/03/2016,4.178335,27,41.2897
24/03/2016,3.065789,27.5,32.26699
25/03/2016,4.811742,27.5,41.12255
26/03/2016,2.386736,27,57.299
27/03/2016,1.611125,26.5,24.27672
28/03/2016,2.739912,26.5,100.707
29/03/2016,4.570065,27.5,44.51651
30/03/2016,2.04662,27.5,28.41321
31/03/2016,2.988896,27,74.098
01/04/2016,8.727224,26.5,57.535
02/04/2016,10.17929,27.5,57.44019
03/04/2016,1.013214,23.5,20.82026
04/04/2016,3.795192,26,36.70045
05/04/2016,0.291258,27,13.1786
06/04/2016,0.482344,27,59.962
07/04/2016,0.712655,27,62.386
08/04/2016,0.270718,27.5,16.89626
09/04/2016,26.19788,27,59.047
10/04/2016,0.998016,27,31.154
11/04/2016,0,26.5,11.17766
12/04/2016,0.091963,27,11.97429
13/04/2016,2.529098,27,58.672
14/04/2016,12.52554,27,58.2866
15/04/2016,1.193505,27,22.17575
16/04/2016,0,26.5,42.247
17/04/2016,0.104659,27,14.08935
18/04/2016,0,26,27.545
19/04/2016,0,26.5,12.98185
20/04/2016,2.587663,27,63.519
21/04/2016,1.481591,26.5,67.424
22/04/2016,5.281298,26.5,46.08995
23/04/2016,0.664646,27,16.71204
24/04/2016,9.54822,26,57.05018
25/04/2016,4.700864,26.5,93.491
26/04/2016,0,27,14.76461
27/04/2016,0.378148,26.5,48.557
28/04/2016,9.340407,27,55.58441
29/04/2016,3.923495,27,78.283
30/04/2016,0.534151,27.5,15.24864
01/05/2016,0,27,35.664
02/05/2016,0,27,12.01892
03/05/2016,0,24,73.68
04/05/2016,0,24.5,11.69466
05/05/2016,0,27,48.609
06/05/2016,0,27,35.825
07/05/2016,6.154077,27,31.962
08/05/2016,5.254565,27,45.15524
09/05/2016,13.61008,27,59.65654
10/05/2016,10.5323,27,27.22
11/05/2016,0,27,9.211654
12/05/2016,0.649952,27.5,21.318
13/05/2016,0.260186,28,23.152
14/05/2016,0.387562,27.5,26.905
15/05/2016,2.329313,27.5,27.309
16/05/2016,2.066013,27.5,29.1397
17/05/2016,0.443044,27.5,20.117
18/05/2016,0.03832,27.5,16.069
19/05/2016,0.131338,27.5,13.344
20/05/2016,0.601274,27.5,14.087
21/05/2016,0.002129,27.5,14.78469
22/05/2016,1.018913,27.5,19.67409
23/05/2016,0,27.5,12.87111
24/05/2016,0,27,12.42506
25/05/2016,0,27,11.894
26/05/2016,0.318996,28,15.985
27/05/2016,0.839538,28,15.633
28/05/2016,0.198105,27,13.09243
29/05/2016,0,27,16.086
30/05/2016,0.097256,27,13.93981
31/05/2016,0.83697,27,10.448
01/06/2016,0,27,12.896
02/06/2016,0.929988,27,36.142
03/06/2016,7.706626,27,24.26
04/06/2016,0,27,13.28487
05/06/2016,57.14956,26.5,122.5859
06/06/2016,1.347286,27.5,21.96285
07/06/2016,0,27,12.34198
08/06/2016,0,27.5,13.53807
09/06/2016,11.14788,27.5,15.674
10/06/2016,0.093879,27,12.54741
11/06/2016,0,26.5,12.51749
12/06/2016,2.822341,26.5,12.46341
13/06/2016,0,27.5,12.505
14/06/2016,0,27.5,11.723
15/06/2016,0,27.5,10.004
16/06/2016,0,27,14.16421
17/06/2016,0,27,9.356
18/06/2016,0,27.5,10.227
19/06/2016,57.09188,27,10.52
20/06/2016,0.543482,26.5,10.672
21/06/2016,7.034436,26.5,9.865
22/06/2016,0,26,10.688
23/06/2016,0,26,10.264
24/06/2016,15.46431,24,60.85668
25/06/2016,0,24.5,9.452
26/06/2016,76.01483,26.5,165.0639
27/06/2016,6.511616,27,6.934
28/06/2016,1.086964,26,7.835
29/06/2016,0,27,9.56
30/06/2016,0,27,14.08986
01/07/2016,0,27,7.114
02/07/2016,0,27,10.07173
03/07/2016,0.110494,27.5,12.45434
04/07/2016,0,26.5,7.791
05/07/2016,1.672779,26,8.069
06/07/2016,0,27.5,7.496
07/07/2016,0.033593,27,7.285
08/07/2016,8.032359,27.5,52.94411
09/07/2016,2.230372,28,6.039
10/07/2016,0,27.5,14.39548
11/07/2016,0,27,11.46801
12/07/2016,0,27,11.86284
13/07/2016,0,27,6.234
14/07/2016,1.192677,26.5,22.47248
15/07/2016,0,27,12.47566
16/07/2016,0,26,6.631
17/07/2016,0,27,14.51528
18/07/2016,0,26.5,11.30054
19/07/2016,0,26.5,12.67607
20/07/2016,0,26.5,12.98014
21/07/2016,0,24,6.767
22/07/2016,0,25,6.902
23/07/2016,0,25,12.64042
24/07/2016,0.184763,24,6.637
25/07/2016,3.520771,24.5,36.84277
26/07/2016,0,24.5,6.637
27/07/2016,0,24,6.549
28/07/2016,0.660846,25,6.725
29/07/2016,0,24,5.426
30/07/2016,0,24,5.463
31/07/2016,0,24.5,13.10342
01/08/2016,0,24.5,5.755
02/08/2016,0,24,5.733
03/08/2016,0,24,10.00818
04/08/2016,0,24,5.426
05/08/2016,0,25,11.02153
06/08/2016,0,25.5,5.648
07/08/2016,0,26,14.20044
08/08/2016,0,27,11.66896
09/08/2016,0.99907,26.5,5.059
10/08/2016,0.117379,26.5,13.96967
11/08/2016,0,25.5,10.95744
12/08/2016,0,25,13.00535
13/08/2016,0,24.5,5.463
14/08/2016,0,26,12.47188
15/08/2016,0,24,11.20143
16/08/2016,0,23.5,11.19936
17/08/2016,0,25.5,11.74951
18/08/2016,0,25.5,4.393
19/08/2016,0,25.5,3.319
20/08/2016,0,25.5,11.63139
21/08/2016,0,24.5,3.671
22/08/2016,31.51118,25,101.6746
23/08/2016,0,25,3.584
24/08/2016,0,25,3.789
25/08/2016,0,24,10.28981
26/08/2016,0,24.5,13.0012
27/08/2016,0,23.5,13.83446
28/08/2016,0,23.5,3.426
29/08/2016,0,25,3.349
30/08/2016,0,25,3.389
31/08/2016,0,24.5,14.36782
01/09/2016,0,24.5,12.8929
02/09/2016,0,24,3.34
03/09/2016,0,24,3.28
04/09/2016,0,25,3.395
05/09/2016,0,25.5,10.51951
06/09/2016,0,26,9.968941
07/09/2016,0,26,12.79041
08/09/2016,0,26,9.7932
09/09/2016,0,26,2.715
10/09/2016,0,26,11.87918
11/09/2016,0,26,12.88195
12/09/2016,0,26,11.55769
13/09/2016,0,26,11.5719
14/09/2016,0,26,10.10487
15/09/2016,0,26,12.40549
16/09/2016,0,25,13.13819
17/09/2016,0,25,11.11869
18/09/2016,0,24.5,1.783
19/09/2016,0,24.5,12.93868
20/09/2016,0,24.5,11.0773
21/09/2016,0,24.5,13.78379
22/09/2016,0,24.5,1.899
23/09/2016,0,24.5,1.919
24/09/2016,0,24.5,1.878
25/09/2016,0,24.5,10.64689
26/09/2016,0,25.5,13.02344
27/09/2016,0,25.5,1.802
28/09/2016,0,25.5,1.531
29/09/2016,0,28,11.20094
30/09/2016,0,24.5,1.626
01/10/2016,0,26,11.22828
02/10/2016,0,26,11.5301
03/10/2016,0,27.7,1.733
04/10/2016,0,27.5,1.827
05/10/2016,0,26.5,13.25191
06/10/2016,0,28.2,1.863
07/10/2016,0,27.8,11.78304
08/10/2016,0,27.3,1.872
09/10/2016,0,27.5,1.523
10/10/2016,0,28.7,3.753
11/10/2016,0,28.1,12.35508
12/10/2016,0,27.6,14.13399
13/10/2016,0,28,12.77889
14/10/2016,0,27.2,2.214
15/10/2016,0,27.6,2.584
16/10/2016,0,27.6,11.97886
17/10/2016,0,28.1,2.936
18/10/2016,0,27.6,11.24337
19/10/2016,0,27.9,12.79584
20/10/2016,0,27.1,2.257
21/10/2016,0.65249,26.8,16.47007
22/10/2016,0.341385,26.8,2.168
23/10/2016,0,27.3,12.23153
24/10/2016,0.117379,27.6,12.69679
25/10/2016,0,28.1,12.97509
26/10/2016,0,28.6,2.168
27/10/2016,0,28.8,2.066
28/10/2016,0,28.6,1.881
29/10/2016,0,27.7,13.07476
30/10/2016,0,28,1.827
31/10/2016,0,28,1.845
01/11/2016,0.701069,28.2,18.91163
02/11/2016,0,28.1,1.937
03/11/2016,0,25,1.32
04/11/2016,0,25,1.55
05/11/2016,0,24,13.8404
06/11/2016,0,24,1.605
07/11/2016,1.968382,24,28.03383
08/11/2016,1.782243,25,25.90667
09/11/2016,8.409425,25,53.48078
10/11/2016,1.312926,28,9.456
11/11/2016,1.498692,4,23.33686
12/11/2016,0.943019,18.5,21.1288
13/11/2016,0.784397,27.5,14.838
14/11/2016,1.802807,28,11.135
15/11/2016,2.477114,28,32.10154
16/11/2016,1.49048,28,6.271
17/11/2016,0.400431,28,16.5948
18/11/2016,3.65358,25,37.9285
19/11/2016,0.683751,25,6.766
20/11/2016,3.149429,25,34.54622
21/11/2016,1.99728,25,6.005
22/11/2016,2.418932,25,6.57741
23/11/2016,2.052058,25,6.083
24/11/2016,0.9083,27,21.04276
25/11/2016,0.912114,27,19.21667
26/11/2016,0.32182,26.5,4.473
27/11/2016,1.149555,27,7.38041
28/11/2016,0.359626,27.5,5.984
29/11/2016,0.049364,27.5,4.90741
30/11/2016,2.257542,29.5,5.755
01/12/2016,1.2683,26.5,5.093
02/12/2016,46.92458,26.5,113.1963
03/12/2016,0.359403,26,7.085
04/12/2016,0.805197,27,14.131
05/12/2016,0.320349,27,18.601
06/12/2016,1.033432,27,22.68941
07/12/2016,1.304168,27,22.11742
08/12/2016,2.752431,26,9.742
09/12/2016,0.044981,26.5,12.44372
10/12/2016,0.000762,26,12.72496
11/12/2016,0.029272,26,11.69972
12/12/2016,2.491784,26.5,31.10141
13/12/2016,0.257709,25.5,13.57483
14/12/2016,4.460942,30,41.27244
15/12/2016,0.299661,30,13.94303
16/12/2016,0.808924,25.5,16.15703
17/12/2016,0.494205,25.5,39.547
18/12/2016,0.571223,26,16.9406
19/12/2016,5.064408,25.5,43.61975
20/12/2016,3.062615,25,59.119
21/12/2016,0,25,27.07
22/12/2016,2.010967,25,27.16877
23/12/2016,1.10012,27,27.534
24/12/2016,0.509608,26.5,17.022
25/12/2016,1.72448,26.5,37.208
26/12/2016,0.552223,26,75.359
27/12/2016,2.588428,24.5,32.32388
28/12/2016,0.377958,25,19.01641
29/12/2016,0.728742,25,17.52169
30/12/2016,1.254137,25.5,23.08927
31/12/2016,0.082695,26,11.941
01/01/2017,0.315895,26,11.639
02/01/2017,13.30227,25.5,89.99565
03/01/2017,32.30287,25,55.7378
04/01/2017,15.38614,26,115.4564
05/01/2017,21.26768,26,88.53398
06/01/2017,3.82559,26,104.4304
07/01/2017,11.28978,26,61.67116
08/01/2017,1.623047,27,63.23516
09/01/2017,0.456533,27,38.64711
10/01/2017,1.904944,27,83.23051
11/01/2017,0,26,61.67116
12/01/2017,0,27,41.42626
13/01/2017,8.995882,26,94.87434
14/01/2017,14.33203,27,62.77922
15/01/2017,19.65936,26,94.92234
16/01/2017,10.19435,26,64.65916
17/01/2017,15.20404,26,129.7561
18/01/2017,10.62543,26,79.18573
19/01/2017,18.25636,26,85.70665
20/01/2017,12.03974,26,105.8564
21/01/2017,10.15091,26,47.84287
22/01/2017,2.044294,27,84.08951
23/01/2017,10.65426,27,94.87434
24/01/2017,14.62065,26,70.78414
25/01/2017,32.75592,26,129.8141
26/01/2017,14.13265,26,59.95279
27/01/2017,21.75354,26,94.85334
28/01/2017,6.710585,27,94.74734
29/01/2017,9.985707,27,130.0881
30/01/2017,9.166438,27,117.6644
31/01/2017,28.45464,27,74.06147
01/02/2017,16.68115,27,87.05548
02/02/2017,7.046453,26,84.18651
03/02/2017,9.764776,26.5,79.07973
04/02/2017,5.179761,26.5,74.14247
05/02/2017,5.226825,26,56.58462
06/02/2017,15.19985,27,56.0988
07/02/2017,3.9091,26.5,74.32347
08/02/2017,2.227451,26,51.83561
09/02/2017,9.776425,26.5,61.90888
10/02/2017,12.69731,27,74.13947
11/02/2017,4.414413,27,117.5804
12/02/2017,8.157344,26.5,84.08951
13/02/2017,18.70017,26,94.87434
14/02/2017,22.37724,26,63.44951
15/02/2017,3.83319,25.5,129.8141
16/02/2017,10.49687,26.5,57.248
17/02/2017,0.656677,26,94.85334
18/02/2017,4.574271,26,94.74734
19/02/2017,0.331482,25.5,130.0881
20/02/2017,6.334103,25.5,117.6644
21/02/2017,5.353413,25.5,42.41352
22/02/2017,4.317512,26.5,106.2044
23/02/2017,0.682322,26.5,48.20587
24/02/2017,5.749373,26.5,74.13047
25/02/2017,4.581345,26,40.67611
26/02/2017,13.4499,26,46.853
27/02/2017,23.57243,26.5,44.24456
28/02/2017,7.895686,26.5,46.3716
01/03/2017,21.31238,26.5,74.13047
02/03/2017,17.33881,26.5,84.18651
03/03/2017,15.05543,26,79.07973
04/03/2017,15.41217,26,74.14247
05/03/2017,1.847066,26.5,29.83278
06/03/2017,6.173129,26.5,56.0988
07/03/2017,3.642604,26.5,48.07087
08/03/2017,1.795449,26.5,51.83561
09/03/2017,4.437438,26.5,48.03387
10/03/2017,0,27,40.59611
11/03/2017,1.857751,27,47.82987
12/03/2017,5.236632,27,79.09873
13/03/2017,7.690048,26.5,105.9154
14/03/2017,5.963666,26.5,74.14247
15/03/2017,2.94784,26,117.5234
16/03/2017,17.61216,27,56.0988
17/03/2017,10.53481,26.5,56.1358
18/03/2017,9.482897,26.5,64.72816
19/03/2017,8.628106,26.5,48.03387
20/03/2017,13.77471,25.5,74.15847
21/03/2017,12.49361,26,64.74116
22/03/2017,27.71065,27,90.86634
23/03/2017,24.36871,27,80.41951
24/03/2017,8.712986,26,67.32677
25/03/2017,16.4004,26.5,68.27747
26/03/2017,9.921257,26.5,67.5748
27/03/2017,54.11082,26.5,89.16934
28/03/2017,2.6528,26,70.34447
29/03/2017,0,26,65.45029
30/03/2017,7.806286,26,80.18551
31/03/2017,2.22762,25.5,70.23847
01/04/2017,14.65,27.5,65.45029
02/04/2017,9.016137,27.5,75.36473
03/04/2017,19.27027,27,82.02024
04/04/2017,40.09186,27,118.2295
05/04/2017,22.97899,27,90.45525
06/04/2017,8.763804,26,90.86634
07/04/2017,6.899808,26,75.29573
08/04/2017,1.922415,26,70.62747
09/04/2017,21.60906,25.5,67.35526
10/04/2017,18.05258,26,80.54451
11/04/2017,7.073133,26.5,44.26387
12/04/2017,3.285307,28,63.25647
13/04/2017,8.614862,26,80.42951
14/04/2017,0.557549,27,27.30687
15/04/2017,0.159632,26.5,44.01687
16/04/2017,0.706634,26.5,30.1888
17/04/2017,0,26.5,30.0048
18/04/2017,0,26.5,52.1678
19/04/2017,16.24921,26.5,70.25047
20/04/2017,14.36242,25.5,78.62154
21/04/2017,10.00262,26,52.0628
22/04/2017,2.498201,26,63.25647
23/04/2017,2.517073,26,70.40147
24/04/2017,6.738419,26,54.22119
25/04/2017,34.48626,26,65.48129
26/04/2017,6.194361,26.5,90.79534
27/04/2017,8.697399,26.5,90.61134
28/04/2017,14.53546,26.5,56.09362
29/04/2017,2.337448,26.5,51.9778
30/04/2017,8.425562,27,70.20847
01/05/2017,1.254978,27,80.19351
02/05/2017,2.466293,27,33.66411
03/05/2017,0.673026,26.5,33.49011
04/05/2017,7.352024,26.5,110.7164
05/05/2017,7.716763,26,62.44729
06/05/2017,1.466151,26,43.95487
07/05/2017,8.481606,26.5,40.26856
08/05/2017,0.194438,26.5,30.4348
09/05/2017,0.208837,26.5,30.5718
10/05/2017,1.177906,26,27.85942
11/05/2017,0,27,27.14042
12/05/2017,0,27,27.5178
13/05/2017,0,26.5,22.12668
14/05/2017,0,26.5,21.80768
15/05/2017,0,26,67.63447
16/05/2017,0.265522,26,27.4768
17/05/2017,0,26,20.52239
18/05/2017,0,25.5,19.03284
19/05/2017,0,25.5,18.098
20/05/2017,0,26.5,18.098
21/05/2017,0,26.5,18.098
22/05/2017,0,26.5,17.271
23/05/2017,0,26.5,17.195
24/05/2017,0,26,1.339
25/05/2017,0,26.5,13.029
26/05/2017,0,26.5,12.857
27/05/2017,1.310746,26.5,20.33068
28/05/2017,2.143968,26.5,17.27084
29/05/2017,7.390636,26.5,88.77434
30/05/2017,21.20206,26,124.2381
31/05/2017,23.36947,26,58.79716
01/06/2017,6.194455,26,16.323
02/06/2017,4.404467,26,28.3198
03/06/2017,0.634887,25.5,25.32842
04/06/2017,0.186991,25.5,19.74568
05/06/2017,0,26.5,17.82868
06/06/2017,3.039038,26.5,20.44042
07/06/2017,11.54394,26,45.4228
08/06/2017,13.27057,26.5,45.2148
09/06/2017,7.107257,22.5,28.68111
10/06/2017,0.205413,25.5,20.68042
11/06/2017,0.265522,26,21.80068
12/06/2017,1.752969,25,21.77868
13/06/2017,3.758567,24.5,24.36042
14/06/2017,9.957759,24.5,21.70968
15/06/2017,0.218321,25.5,57.76116
16/06/2017,0.756624,25.5,29.58711
17/06/2017,0.321871,25,26.46488
18/06/2017,0,25,20.61042
19/06/2017,0,25,23.1988
20/06/2017,0,25,18.00068
21/06/2017,0,25.5,18.00068
22/06/2017,6.619747,26,87.69034
23/06/2017,12.83342,25.5,53.37762
24/06/2017,0.176068,25.5,29.0938
25/06/2017,2.809482,25.5,67.94947
26/06/2017,5.110896,25.5,27.7018
27/06/2017,3.567509,25.5,54.30062
28/06/2017,13.34215,26.5,68.17347
29/06/2017,6.391148,26,42.02387
30/06/2017,0,26,22.79068
01/07/2017,0,26.5,17.08784
02/07/2017,2.764534,26.5,16.126
03/07/2017,12.96906,25,16.33
04/07/2017,1.42847,25,14.122
05/07/2017,3.157367,25.5,14.261
06/07/2017,0,25,12.333
07/07/2017,0,25,12.431
08/07/2017,0,25,12.431
09/07/2017,1.708795,25,12.294
10/07/2017,2.402531,25,12.085
11/07/2017,11.08141,25,14.431
12/07/2017,8.532312,25,17.62439
13/07/2017,4.353046,24.5,17.61539
14/07/2017,3.502351,24.5,17.48539
15/07/2017,2.228772,24.5,17.32339
16/07/2017,6.748911,25,14.75739
17/07/2017,6.372411,25,14.73039
18/07/2017,6.904673,25,14.53239
19/07/2017,5.041215,25,24.40239
20/07/2017,3.521292,25,12.971
21/07/2017,0.979732,25,12.971
22/07/2017,3.988315,25,10.32084
23/07/2017,4.365987,25,10.27284
24/07/2017,3.717757,25,9.427
25/07/2017,1.352483,24.5,9.306
26/07/2017,0,24.5,9.342
27/07/2017,0,24.5,9.222
28/07/2017,2.068504,24.5,9.306
29/07/2017,0,24.5,9.222
30/07/2017,0,24.5,8.337
31/07/2017,0.716021,24.5,9.306
01/08/2017,0,24.5,9.306
02/08/2017,0,24.5,8.28
03/08/2017,0.239447,19.5,6.486684
04/08/2017,0.159632,24.5,6.486684
05/08/2017,0.27701,20,6.486684
06/08/2017,0.788451,19.5,6.486684
07/08/2017,1.306983,19.5,6.486684
08/08/2017,0,19.5,7.228
09/08/2017,0,19.5,7.228
10/08/2017,0,19.5,7.083
11/08/2017,0,19.5,7.132
12/08/2017,0,25,7.102
13/08/2017,0.399079,25,6.707
14/08/2017,0,25,6.2
15/08/2017,0,25,6.266
16/08/2017,0,24.5,5.992
17/08/2017,0.319263,24.5,5.842
18/08/2017,0.273427,24.5,5.749
19/08/2017,0,24.5,5.257
20/08/2017,0,25,5.481
21/08/2017,0,24.5,5.257
22/08/2017,0,24.5,4.797
23/08/2017,0,24.5,4.948
24/08/2017,0,24.5,5.094
25/08/2017,0,24.5,6.097
26/08/2017,0,24.5,5.519
27/08/2017,0,24.5,5.464
28/08/2017,0,25.5,4.919
29/08/2017,0,25.5,3.677
30/08/2017,0,25.5,4.613
31/08/2017,0,25.5,4.568
01/09/2017,0,25.5,4.568
02/09/2017,0,25.5,3.745
03/09/2017,0,24.5,4.548
04/09/2017,0,24.5,4.587
05/09/2017,0,24.5,4.512
06/09/2017,0,24.5,4.504
07/09/2017,0,24.5,4.587
08/09/2017,0,25,4.509
09/09/2017,0,25,4.504
10/09/2017,0,24.5,3.844
11/09/2017,0,24.5,4.406
12/09/2017,0,25,3.882
13/09/2017,0,24.5,3.882
14/09/2017,0,24.5,3.493
15/09/2017,0,24.5,3.729
16/09/2017,0,24.5,3.701
17/09/2017,0,24.5,3.444
18/09/2017,0,24.5,3.197
19/09/2017,0,24.5,3.353
20/09/2017,0,24.5,2.628
21/09/2017,0,24.5,2.649
22/09/2017,0,24.5,2.474
23/09/2017,0,24.5,2.527
24/09/2017,2.648797,24.5,2.527
25/09/2017,13.152,24.5,4.123
26/09/2017,15.56869,25,5.295
27/09/2017,4.114967,25,6.992
28/09/2017,1.502629,25,6.305
29/09/2017,4.901006,26,6.388
30/09/2017,0.463789,26,6.129
01/10/2017,0,26.5,7.391
02/10/2017,0.788451,26.5,5.774
03/10/2017,0,26.7,5.62
04/10/2017,1.310097,25.45,5.167
05/10/2017,2.835311,26.55,5.589
06/10/2017,12.71806,27.6,68.17651
07/10/2017,23.04356,27.35,35.33087
08/10/2017,5.715155,27.15,42.8198
09/10/2017,17.00552,26.85,21.6208
10/10/2017,5.800403,27.6,16.92968
11/10/2017,1.854461,27.6,10.443
12/10/2017,17.49175,27.6,14.01823
13/10/2017,4.772147,28.05,9.766
14/10/2017,1.12171,27.4,7.493
15/10/2017,0,26.8,6.819
16/10/2017,1.713096,27.25,5.329
17/10/2017,0.357534,28.2,7.320836
18/10/2017,2.3053,27.35,7.281836
19/10/2017,4.882329,27.8,8.803389
20/10/2017,2.407687,27.4,7.493
21/10/2017,0,26.8,6.471
22/10/2017,0,27.45,5.299
23/10/2017,0.410825,27.35,5.035
24/10/2017,4.141568,27.6,98.5664
25/10/2017,46.88042,27.95,99.74997
26/10/2017,29.99082,28.2,109.3474
27/10/2017,39.89447,28.3,86.02734
28/10/2017,4.296676,28.55,31.46811
29/10/2017,2.62051,28.3,20.12868
30/10/2017,0,28.55,15.38539
31/10/2017,0,28.4,11.60284
01/11/2017,0,28.15,10.792
02/11/2017,0,28.1,8.852
03/11/2017,5.363009,26.5,9.389
04/11/2017,7.712824,26.5,35.01887
05/11/2017,16.41787,26.5,35.06287
06/11/2017,16.0871,26.5,104.7174
07/11/2017,16.09294,26.5,35.71287
08/11/2017,6.497667,26.5,28.54511
09/11/2017,7.162622,26.5,72.15351
10/11/2017,3.179749,26.5,62.09147
11/11/2017,4.477513,26.5,51.86316
12/11/2017,2.370114,26.5,82.84434
13/11/2017,9.803086,26.5,94.00343
14/11/2017,12.41509,26.5,83.12334
15/11/2017,28.92526,26.5,60.02547
16/11/2017,2.116125,26,50.82516
17/11/2017,14.03402,26,80.74634
18/11/2017,16.79004,26,91.90343
19/11/2017,8.522832,26,80.92634
20/11/2017,6.407012,26,70.22751
21/11/2017,16.15931,26,82.84434
22/11/2017,6.953106,26,50.95316
23/11/2017,20.60494,26,103.6034
24/11/2017,39.23934,26,116.6131
25/11/2017,18.24153,26,61.07447
26/11/2017,12.29283,26,72.74798
27/11/2017,35.24033,26,120.3481
28/11/2017,35.26927,26,97.35129
29/11/2017,33.98298,26,116.9081
30/11/2017,40.22683,26,125.7676
01/12/2017,16.64945,26,96.30343
02/12/2017,0.755323,26,75.52351
03/12/2017,3.47303,27,46.8678
04/12/2017,0.859583,27,75.33651
05/12/2017,14.16885,27,40.02387
06/12/2017,7.314151,27,41.82287
07/12/2017,5.841775,27,63.34247
08/12/2017,34.34077,27,88.86634
09/12/2017,4.974514,27,41.64787
10/12/2017,1.06577,27,38.33656
11/12/2017,8.559763,27,57.40454
12/12/2017,38.66122,27,114.4894
13/12/2017,21.09904,27,129.6241
14/12/2017,19.00656,27,129.5521
15/12/2017,33.99408,27,129.6501
16/12/2017,21.46283,27,74.07547
17/12/2017,13.01705,27,94.57534
18/12/2017,16.2551,27,77.78965
19/12/2017,30.54247,27,108.8753
20/12/2017,32.06865,27,96.48341
21/12/2017,22.4488,27,125.6901
22/12/2017,11.93938,27,62.23309
23/12/2017,17.35543,27,78.5531
24/12/2017,10.18546,27,94.65134
25/12/2017,2.267142,27,94.57934
26/12/2017,6.39287,27,91.67834
27/12/2017,6.012105,27,105.7974
28/12/2017,6.423394,27,64.53016
29/12/2017,17.00044,27,64.61416
30/12/2017,1.962334,27,55.9578
31/12/2017,21.16464,27,73.94547
01/01/2018,14.75824,27,90.15153
02/01/2018,14.23471,27,95.077
03/01/2018,18.15886,25,106.963
04/01/2018,9.040617,26,95.033
05/01/2018,7.197128,26,100.967
06/01/2018,11.18432,26,118.868
07/01/2018,33.22074,26,107.3641
08/01/2018,23.32779,27,86.80915
09/01/2018,37.44333,27,106.325
10/01/2018,3.006992,27,89.524
11/01/2018,0.908875,26,46.38289
12/01/2018,19.37265,27,106.12
13/01/2018,6.852885,26,94.737
14/01/2018,15.14657,27,76.82457
15/01/2018,24.14818,26,95.913
16/01/2018,6.806139,26,113.374
17/01/2018,27.50758,26,132.015
18/01/2018,19.89104,26,80.5592
19/01/2018,37.87799,26,122.0073
20/01/2018,33.49718,26,114.9117
21/01/2018,22.88303,26,106.2261
22/01/2018,17.26449,27,57.09315
23/01/2018,19.84091,27,86.68264
