Tanggal,Curah Hujan,Suhu,Debit
24/01/2018,26.22479,26,99.31083
25/01/2018,29.46332,26,103.2039
26/01/2018,25.81473,26,101.3117
27/01/2018,26.64726,26,115.308
28/01/2018,28.12772,27,102.438
29/01/2018,11.35433,27,67.68032
30/01/2018,3.708015,27,115.066
31/01/2018,12.11588,27,89.835
01/02/2018,14.82909,27,64.604
02/02/2018,31.65111,26,98.55592
03/02/2018,38.05489,26.5,94.8364
04/02/2018,9.20692,26.5,101.909
05/02/2018,10.07134,26,72.98195
06/02/2018,9.835963,27,113.674
07/02/2018,0.899843,26.5,90.893
08/02/2018,2.167636,26,114.693
09/02/2018,10.63602,26.5,54.99564
10/02/2018,10.26068,27,43.55962
11/02/2018,13.01863,27,63.49074
12/02/2018,0.636792,26.5,107.614
13/02/2018,21.31285,26,84.48181
14/02/2018,30.03553,26,86.57193
15/02/2018,6.738271,25.5,127.745
16/02/2018,1.250489,26.5,115.377
17/02/2018,12.02495,26,98.35
18/02/2018,8.456869,26,116.571
19/02/2018,11.78718,25.5,114.347
20/02/2018,1.174587,25.5,127.24
21/02/2018,4.543147,25.5,104.534
22/02/2018,3.71266,26.5,91.171
23/02/2018,7.670862,26.5,83.188
24/02/2018,6.031197,26.5,83.614
25/02/2018,10.74003,26,76.95822
26/02/2018,12.98502,26,83.374
27/02/2018,0,26.5,80.789
28/02/2018,0,26.5,73.02
01/03/2018,0,26.5,63.365
02/03/2018,5.864262,26.5,63.477
03/03/2018,5.737219,26,66.124
04/03/2018,6.048276,26,68.496
05/03/2018,4.294748,26.5,63.647
06/03/2018,26.53515,26.5,54.97
07/03/2018,2.577087,26.5,58.242
08/03/2018,2.624078,26.5,57.107
09/03/2018,3.869519,26.5,53.222
10/03/2018,0.475775,27,63.261
11/03/2018,0,27,63.789
12/03/2018,2.631254,27,85.842
13/03/2018,4.892364,26.5,61.927
14/03/2018,7.916147,26.5,98.298
15/03/2018,26.18135,26,93.48081
16/03/2018,0,27,59.014
17/03/2018,0,26.5,73.317
18/03/2018,3.398178,26.5,73.574
19/03/2018,0.347517,26.5,100.148
20/03/2018,3.929377,25.5,31.33791
21/03/2018,0,26,59.265
22/03/2018,0,27,47.364
23/03/2018,0.012144,27,78.176
24/03/2018,19.8836,26,74.664
25/03/2018,0,26.5,43.078
26/03/2018,8.281172,26.5,61.527
27/03/2018,2.760407,26.5,46.784
28/03/2018,0.560855,26,43.27
29/03/2018,0,26,33.312
30/03/2018,0,26,33.174
31/03/2018,11.01777,25.5,35.161
01/04/2018,2.283605,27.5,97.045
02/04/2018,1.659249,27.5,47.121
03/04/2018,1.770765,27,68.565
04/04/2018,34.46983,27,70.776
05/04/2018,12.64078,27,50.045
06/04/2018,9.158344,26,62.632
07/04/2018,8.302619,26,118.392
08/04/2018,1.534356,26,36.212
09/04/2018,12.13091,25.5,38.294
10/04/2018,13.40741,26,32.484
11/04/2018,2.605162,26.5,31.969
12/04/2018,2.850282,28,24.73094
13/04/2018,5.762858,26,36.189
14/04/2018,0.605967,27,27.64
15/04/2018,0,26.5,19.377
16/04/2018,1.988946,26.5,54.237
17/04/2018,1.278956,26.5,41.832
18/04/2018,2.559513,26.5,48.309
19/04/2018,21.53531,26.5,61.682
20/04/2018,11.48759,25.5,47.458
21/04/2018,5.698346,26,48.886
22/04/2018,0.189658,26,26.797
23/04/2018,1.956218,26,19.919
24/04/2018,12.45991,26,17.815
25/04/2018,18.95149,26,14.905
26/04/2018,5.251677,26.5,14.905
27/04/2018,7.239176,26.5,15.024
28/04/2018,2.873739,26.5,21.447
29/04/2018,0.661317,26.5,16.36
30/04/2018,0.366073,27,14.945
01/05/2018,0.26964,27,14.402
02/05/2018,0,27,14.907
03/05/2018,0,26.5,14.41
04/05/2018,1.971127,26.5,14.389
05/05/2018,0.104418,26,13.241
06/05/2018,0,26,13.727
07/05/2018,0,26.5,13.855
08/05/2018,0,26.5,14.234
09/05/2018,0,26.5,13.45
10/05/2018,0,26,12.322
11/05/2018,2.088619,27,13.395
12/05/2018,1.911892,27,12.85
13/05/2018,0,26.5,12.579
14/05/2018,0.048444,26.5,12.55
15/05/2018,0.545674,26,12.317
16/05/2018,1.973162,26,12.704
17/05/2018,1.692852,26,13.203
18/05/2018,2.023463,25.5,12.532
19/05/2018,1.997671,25.5,13.112
20/05/2018,0.707701,26.5,13.602
21/05/2018,0,26.5,13.124
22/05/2018,1.4297,26.5,15.928
23/05/2018,0.956262,26.5,30.437
24/05/2018,8.305032,26,37.918
25/05/2018,6.05965,26.5,62.648
26/05/2018,22.07203,26.5,58.329
27/05/2018,9.680372,26.5,44.333
28/05/2018,0,26.5,43.29
29/05/2018,0,26.5,30.042
30/05/2018,0,26,23.662
31/05/2018,0,26,19.046
01/06/2018,0,26,17.279
02/06/2018,0,26,14.905
03/06/2018,0,25.5,14.473
04/06/2018,0,25.5,14.252
05/06/2018,11.16666,26.5,14.244
06/06/2018,0,26.5,12.846
07/06/2018,0,26,13.799
08/06/2018,0,26.5,13.084
09/06/2018,0.037932,22.5,12.42
10/06/2018,0,25.5,12.069
11/06/2018,0,26,11.537
12/06/2018,0,25,11.942
13/06/2018,0,24.5,11.327
14/06/2018,0,24.5,10.547
15/06/2018,0,25.5,10.79
16/06/2018,0,25.5,10.512
17/06/2018,0,25,10.721
18/06/2018,0,25,10.29
19/06/2018,0,25,10.791
20/06/2018,0,25,10.721
21/06/2018,5.475203,25.5,12.931
22/06/2018,23.66348,26,36.426
23/06/2018,6.878538,25.5,24.75
24/06/2018,0.447792,25.5,18.791
25/06/2018,1.115098,25.5,17.32
26/06/2018,0,25.5,13.321
27/06/2018,10.7225,25.5,13.635
28/06/2018,1.936194,26.5,13.001
29/06/2018,0,26,12.502
30/06/2018,0,26,12.015
01/07/2018,0,26.5,11.531
02/07/2018,0,26.5,10.932
03/07/2018,0,25,10.162
04/07/2018,0,25,9.825
05/07/2018,0,25.5,8.398
06/07/2018,0,25,8.309
07/07/2018,0,25,8.226
08/07/2018,0,25,8.807
09/07/2018,0,25,8.142
10/07/2018,0,25,7.981
11/07/2018,0,25,7.944
12/07/2018,0,25,7.917
13/07/2018,1.234178,24.5,7.867
14/07/2018,0.037932,24.5,7.765
15/07/2018,1.182676,24.5,7.662
16/07/2018,0,25,7.558
17/07/2018,0,25,7.345
18/07/2018,0,25,7.396
19/07/2018,0,25,7.557
20/07/2018,0,25,6.88
21/07/2018,0,25,6.927
22/07/2018,1.12171,25,6.412
23/07/2018,0,25,6.537
24/07/2018,0.224342,25,6.536
25/07/2018,0,24.5,6.217
26/07/2018,0,24.5,6.496
27/07/2018,0,24.5,6.753
28/07/2018,0,24.5,5.935
29/07/2018,0,24.5,5.396
30/07/2018,0,24.5,5.44
31/07/2018,0,24.5,5.349
01/08/2018,0,24.5,6.23
02/08/2018,0,24.5,5.744
03/08/2018,0,19.5,5.743
04/08/2018,0,24.5,5.119
05/08/2018,0,20,5.023
06/08/2018,0,19.5,4.925
07/08/2018,0,19.5,5.166
08/08/2018,0,19.5,5.023
09/08/2018,0,19.5,4.972
10/08/2018,0,19.5,5.023
11/08/2018,0,19.5,5.023
12/08/2018,0.124307,25,5.58
13/08/2018,0.104418,25,5.697
14/08/2018,0,25,5.692
15/08/2018,0,25,5.933
16/08/2018,0,24.5,6.049
17/08/2018,0,24.5,5.29
18/08/2018,0,24.5,4.377
19/08/2018,0,24.5,5.575
20/08/2018,0,25,5.61
21/08/2018,0,24.5,5.077
22/08/2018,0,24.5,5.209
23/08/2018,0,24.5,5.274
24/08/2018,0,24.5,5.143
25/08/2018,0,24.5,4.48
26/08/2018,0,24.5,4.392
27/08/2018,0,24.5,4.446
28/08/2018,0,25.5,4.317
29/08/2018,0,25.5,3.416
30/08/2018,0,25.5,3.881
31/08/2018,0,25.5,3.977
01/09/2018,0,25.5,4.073
02/09/2018,0,25.5,3.977
03/09/2018,0,24.5,3.929
04/09/2018,0,24.5,3.825
05/09/2018,0,24.5,3.271
06/09/2018,0,24.5,3.494
07/09/2018,0,24.5,3.13
08/09/2018,0,25,3.224
09/09/2018,0,25,2.892
10/09/2018,0,24.5,2.957
11/09/2018,0,24.5,2.94
12/09/2018,0.112171,25,2.989
13/09/2018,0,24.5,2.825
14/09/2018,0,24.5,2.757
15/09/2018,0,24.5,2.688
16/09/2018,0,24.5,2.652
17/09/2018,0,24.5,2.723
18/09/2018,0,24.5,2.79
19/09/2018,0,24.5,2.757
20/09/2018,0,24.5,4.071
21/09/2018,16.5067,24.5,6.009
22/09/2018,0,24.5,3.587
23/09/2018,0,24.5,3.981
24/09/2018,3.023198,24.5,6.14
25/09/2018,1.228402,24.5,5.88
26/09/2018,0.224342,25,3.622
27/09/2018,0.897368,25,3.826
28/09/2018,0,25,2.769
29/09/2018,0,26,2.743
30/09/2018,0,26,2.82
01/10/2018,0,26.5,2.743
02/10/2018,0,26.5,2.637
03/10/2018,0,26.7,2.563
04/10/2018,0,25.45,2.272
05/10/2018,0,26.55,2.246
06/10/2018,0,27.6,2.297
07/10/2018,0,27.35,2.219
08/10/2018,0,27.15,2.166
09/10/2018,0,26.85,2.138
10/10/2018,0,27.6,2.137
11/10/2018,0,27.6,2.11
12/10/2018,0,27.6,1.766
13/10/2018,0,28.05,1.812
14/10/2018,0,27.4,1.544
15/10/2018,0,26.8,1.454
16/10/2018,0,27.25,1.49
17/10/2018,0,28.2,1.313
18/10/2018,0,27.35,1.435
19/10/2018,0,27.8,1.454
20/10/2018,0,27.4,1.313
21/10/2018,0,26.8,1.376
22/10/2018,0,27.45,1.355
23/10/2018,0,27.35,1.416
24/10/2018,0,27.6,1.334
25/10/2018,0,27.95,1.375
26/10/2018,0,28.2,1.335
27/10/2018,0,28.3,1.27
28/10/2018,0,28.55,1.248
29/10/2018,0,28.3,1.203
30/10/2018,0,28.55,1.247
31/10/2018,0,28.4,1.156
01/11/2018,0,28.15,1.203
02/11/2018,0,28.1,0.418
03/11/2018,2.336777,26.5,3.051
04/11/2018,4.924522,26.5,2.518
05/11/2018,5.186242,26.5,11.21
06/11/2018,13.9618,26.5,12.489
07/11/2018,14.94045,26.5,9.857
08/11/2018,8.020316,26.5,8.41
09/11/2018,12.44367,26.5,46.293
10/11/2018,11.69538,26.5,31.689
11/11/2018,13.08292,26.5,23.229
12/11/2018,7.506314,26.5,13.546
13/11/2018,2.814357,26.5,19.234
14/11/2018,26.27508,26.5,54.352
15/11/2018,11.4403,26.5,20.447
16/11/2018,3.883586,26,18.436
17/11/2018,3.196338,26,10.017
18/11/2018,3.153803,26,5.72
19/11/2018,0.226651,26,5.463
20/11/2018,1.346052,26,4.699
21/11/2018,0,26,4.246
22/11/2018,0,26,3.916
23/11/2018,2.934135,26,5.251
24/11/2018,5.951783,26,5.127
25/11/2018,3.317188,26,5.999
26/11/2018,10.45872,26,14.29
27/11/2018,14.61867,26,23.853
28/11/2018,16.51002,26,12.539
29/11/2018,12.28182,26,33.01
30/11/2018,13.36736,26,24.58
01/12/2018,1.270761,26,16.63
02/12/2018,5.296238,26,12.518
03/12/2018,7.715307,27,14.267
04/12/2018,4.045266,27,20.2
05/12/2018,6.621809,27,18.533
06/12/2018,11.66104,27,49.163
07/12/2018,17.06063,27,46.353
08/12/2018,1.333625,27,22.632
09/12/2018,0.430033,27,21.383
10/12/2018,0,27,13.481
11/12/2018,2.852374,27,10.071
12/12/2018,1.817592,27,14.779
13/12/2018,0.558187,27,11.981
14/12/2018,3.882249,27,10.546
15/12/2018,1.576901,27,52.74
16/12/2018,14.43427,27,65.076
17/12/2018,21.60618,27,51.798
18/12/2018,0,27,28.208
19/12/2018,1.050863,27,20.836
20/12/2018,0.306502,27,22.409
21/12/2018,0.725408,27,18.297
22/12/2018,8.790667,27,42.736
23/12/2018,11.56104,27,30.744
24/12/2018,71.65027,27,27.402
25/12/2018,13.58343,27,73.391
26/12/2018,24.48417,27,42.346
27/12/2018,2.744255,27,32.978
28/12/2018,2.570367,27,24.09
29/12/2018,1.298685,27,22.345
30/12/2018,0.53166,27,19.414
31/12/2018,0.174755,27,20.465
01/01/2019,0.418792,27,21.674
02/01/2019,11.06021,27,104.5847
03/01/2019,48.12824,25,117.6593
04/01/2019,24.21621,26,104.5363
05/01/2019,23.43892,26,111.0637
06/01/2019,21.79348,26,130.7548
07/01/2019,18.58521,26,76.13194
08/01/2019,19.34659,27,92.66161
09/01/2019,0.777517,27,116.9575
10/01/2019,1.265684,27,98.4764
11/01/2019,0.228922,26,42.30477
12/01/2019,18.05702,27,116.732
13/01/2019,26.17049,26,104.2107
14/01/2019,36.90448,27,108.1643
15/01/2019,44.03125,26,105.5043
16/01/2019,43.48263,26,124.7114
17/01/2019,54.77692,26,132.5837
18/01/2019,35.97456,26,82.324
19/01/2019,21.11045,26,91.14468
20/01/2019,3.055953,26,60.06848
21/01/2019,5.558282,26,63.48111
22/01/2019,19.57271,27,83.41905
23/01/2019,35.23179,27,107.83
24/01/2019,21.39191,26,91.08629
25/01/2019,24.04488,26,70.46407
26/01/2019,31.70914,26,107.3541
27/01/2019,50.71269,26,126.8388
28/01/2019,22.05658,27,86.65781
29/01/2019,25.10891,27,78.98884
30/01/2019,0.057697,27,126.5726
31/01/2019,3.825055,27,98.8185
01/02/2019,15.6872,27,71.0644
02/02/2019,9.024596,26,23.6423
03/02/2019,8.200576,26.5,49.6888
04/02/2019,3.820071,26.5,112.0999
05/02/2019,5.853468,26,56.79271
06/02/2019,1.781732,27,125.0414
07/02/2019,0.982629,26.5,99.9823
08/02/2019,4.250428,26,126.1623
09/02/2019,2.541465,26.5,51.60805
10/02/2019,6.485339,27,49.37902
11/02/2019,1.043041,27,48.0317
12/02/2019,4.789568,26.5,118.3754
13/02/2019,1.627892,26,48.33635
14/02/2019,13.82279,26,58.08756
15/02/2019,11.63357,25.5,62.88058
16/02/2019,3.42539,26.5,126.9147
17/02/2019,14.82824,26,108.185
18/02/2019,8.775005,26,128.2281
19/02/2019,4.719721,25.5,125.7817
20/02/2019,0.276136,25.5,17.49725
21/02/2019,2.906879,25.5,114.9874
22/02/2019,2.758482,26.5,100.2881
23/02/2019,9.388567,26.5,91.5068
24/02/2019,3.010822,26.5,91.9754
25/02/2019,9.437191,26,46.7082
26/02/2019,5.334822,26,91.7114
27/02/2019,21.85618,26.5,88.8679
28/02/2019,3.743964,26.5,80.322
01/03/2019,5.5861,26.5,69.7015
02/03/2019,11.25644,26.5,69.8247
03/03/2019,5.880807,26,72.7364
04/03/2019,7.155519,26,75.3456
05/03/2019,3.349699,26.5,70.0117
06/03/2019,1.146912,26.5,60.467
07/03/2019,2.319425,26.5,64.0662
08/03/2019,0.974017,26.5,62.8177
09/03/2019,1.458463,26.5,58.5442
10/03/2019,0.264167,27,69.5871
11/03/2019,0.070925,27,70.1679
12/03/2019,2.716889,27,94.4262
13/03/2019,0.871382,26.5,68.1197
14/03/2019,0.971917,26.5,108.1278
15/03/2019,0.116597,26,62.28778
16/03/2019,2.903354,27,64.9154
17/03/2019,4.916433,26.5,80.6487
18/03/2019,3.385078,26.5,80.9314
19/03/2019,4.769779,26.5,110.1628
20/03/2019,7.300471,25.5,55.78179
21/03/2019,2.344235,26,65.1915
22/03/2019,3.008761,27,52.1004
23/03/2019,2.729842,27,85.9936
24/03/2019,2.985842,26,82.1304
25/03/2019,3.112011,26.5,47.3858
26/03/2019,1.483591,26.5,67.6797
27/03/2019,0.884652,26.5,51.4624
28/03/2019,1.878247,26,47.597
29/03/2019,0.045579,26,36.6432
30/03/2019,0,26,36.4914
31/03/2019,0.242334,25.5,38.6771
01/04/2019,2.932765,27.5,106.7495
02/04/2019,19.59743,27.5,51.8331
03/04/2019,7.199185,27,75.4215
04/04/2019,6.601508,27,77.8536
05/04/2019,0.589687,27,55.0495
06/04/2019,0.287385,26,68.8952
07/04/2019,1.168366,26,130.2312
08/04/2019,0.219961,26,39.8332
09/04/2019,0,25.5,42.1234
10/04/2019,0.679646,26,35.7324
11/04/2019,0.020601,26.5,35.1659
12/04/2019,1.784981,28,64.23821
13/04/2019,1.386267,26,39.8079
14/04/2019,0.462911,27,30.404
15/04/2019,0.963118,26.5,21.3147
16/04/2019,0.822501,26.5,59.6607
17/04/2019,0.935179,26.5,46.0152
18/04/2019,0.02553,26.5,53.1399
19/04/2019,0.213357,26.5,67.8502
20/04/2019,0,25.5,52.2038
21/04/2019,0,26,53.7746
22/04/2019,0.173735,26,29.4767
23/04/2019,0.073261,26,21.9109
24/04/2019,0.245329,26,19.5965
25/04/2019,0.031678,26,16.3955
26/04/2019,0.027865,26.5,16.3955
27/04/2019,0.052898,26.5,16.5264
28/04/2019,0.254102,26.5,23.5917
29/04/2019,2.684567,26.5,17.996
30/04/2019,1.708951,27,16.4395
01/05/2019,0.019601,27,15.8422
02/05/2019,8.25567,27,16.3977
03/05/2019,5.058227,26.5,15.851
04/05/2019,5.029358,26.5,15.8279
05/05/2019,0,26,14.5651
06/05/2019,1.352483,26,15.0997
07/05/2019,29.20099,26.5,15.2405
08/05/2019,34.32262,26.5,15.6574
09/05/2019,11.65557,26.5,14.795
10/05/2019,0.03475,26,13.5542
11/05/2019,0,27,14.7345
12/05/2019,0,27,14.135
13/05/2019,0.424743,26.5,13.8369
14/05/2019,0.849485,26.5,13.805
15/05/2019,0,26,13.5487
16/05/2019,0.005178,26,13.9744
17/05/2019,0,26,14.5233
18/05/2019,0,25.5,13.7852
19/05/2019,0,25.5,14.4232
20/05/2019,0,26.5,14.9622
21/05/2019,0,26.5,14.4364
22/05/2019,0.104249,26.5,17.5208
23/05/2019,0,26.5,33.4807
24/05/2019,1.505059,26,41.7098
25/05/2019,0,26.5,68.9128
26/05/2019,0.436213,26.5,64.1619
27/05/2019,0,26.5,48.7663
28/05/2019,0.338333,26.5,47.619
29/05/2019,0.200674,26.5,33.0462
30/05/2019,1.549116,26,26.0282
31/05/2019,0,26,20.9506
01/06/2019,0,26,19.0069
02/06/2019,0,26,16.3955
03/06/2019,0,25.5,15.9203
04/06/2019,0.112171,25.5,15.6772
05/06/2019,0,26.5,15.6684
06/06/2019,0,26.5,14.1306
07/06/2019,0.785197,26,15.1789
08/06/2019,0,26.5,14.3924
09/06/2019,0,22.5,13.662
10/06/2019,0,25.5,13.2759
11/06/2019,0,26,12.6907
12/06/2019,0,25,13.1362
13/06/2019,0,24.5,12.4597
14/06/2019,0,24.5,11.6017
15/06/2019,0.069612,25.5,11.869
16/06/2019,1.251369,25.5,11.5632
17/06/2019,2.302233,25,11.7931
18/06/2019,0,25,11.319
19/06/2019,0,25,11.8701
20/06/2019,0,25,11.7931
21/06/2019,0,25.5,14.2241
22/06/2019,0,26,40.0686
23/06/2019,0,25.5,27.225
24/06/2019,0,25.5,20.6701
25/06/2019,0,25.5,19.052
26/06/2019,0,25.5,14.6531
27/06/2019,0,25.5,14.9985
28/06/2019,0,26.5,14.3011
29/06/2019,0,26,13.7522
30/06/2019,0,26,13.2165
01/07/2019,0,26.5,12.6841
02/07/2019,0,26.5,12.0252
03/07/2019,0,25,11.1782
04/07/2019,0,25,10.8075
05/07/2019,2.946084,25.5,9.2378
06/07/2019,5.476507,25,9.1399
07/07/2019,0.069612,25,9.0486
08/07/2019,0,25,9.6877
09/07/2019,0,25,8.9562
10/07/2019,0,25,8.7791
11/07/2019,0,25,8.7384
12/07/2019,0,25,8.7087
13/07/2019,0,24.5,8.6537
14/07/2019,0,24.5,8.5415
15/07/2019,0,24.5,8.4282
16/07/2019,0,25,8.3138
17/07/2019,0,25,8.0795
18/07/2019,0,25,8.1356
19/07/2019,0,25,8.3127
20/07/2019,0,25,7.568
21/07/2019,0,25,7.6197
22/07/2019,0,25,7.0532
23/07/2019,0,25,7.1907
24/07/2019,0,25,7.1896
25/07/2019,0,24.5,6.8387
26/07/2019,0,24.5,7.1456
27/07/2019,0,24.5,7.4283
28/07/2019,0,24.5,6.5285
29/07/2019,0,24.5,5.9356
30/07/2019,0,24.5,5.984
31/07/2019,0,24.5,5.8839
01/08/2019,0,24.5,6.853
02/08/2019,0,24.5,6.3184
03/08/2019,0,19.5,6.3173
04/08/2019,0,24.5,5.6309
05/08/2019,0,20,5.5253
06/08/2019,0,19.5,5.4175
07/08/2019,0,19.5,5.6826
08/08/2019,0,19.5,5.5253
09/08/2019,0,19.5,5.4692
10/08/2019,0,19.5,5.5253
11/08/2019,0,19.5,5.5253
12/08/2019,0,25,6.138
13/08/2019,0,25,6.2667
14/08/2019,0,25,6.2612
15/08/2019,0,25,6.5263
16/08/2019,0,24.5,6.6539
17/08/2019,0,24.5,5.819
18/08/2019,0,24.5,4.8147
19/08/2019,0,24.5,6.1325
20/08/2019,0,25,6.171
21/08/2019,0,24.5,5.5847
22/08/2019,0,24.5,5.7299
23/08/2019,0,24.5,5.8014
24/08/2019,0,24.5,5.6573
25/08/2019,0,24.5,4.928
26/08/2019,0,24.5,4.8312
27/08/2019,0,24.5,4.8906
28/08/2019,0,25.5,4.7487
29/08/2019,0,25.5,3.7576
30/08/2019,0,25.5,4.2691
31/08/2019,0,25.5,4.3747
01/09/2019,0,25.5,4.4803
02/09/2019,0,25.5,4.3747
03/09/2019,0,24.5,4.3219
04/09/2019,0,24.5,4.2075
05/09/2019,0,24.5,3.5981
06/09/2019,0,24.5,3.8434
07/09/2019,0,24.5,3.443
08/09/2019,0,25,3.5464
09/09/2019,0,25,3.1812
10/09/2019,0,24.5,3.2527
11/09/2019,0,24.5,3.234
12/09/2019,0,25,3.2879
13/09/2019,1.432041,24.5,3.1075
14/09/2019,0.418311,24.5,3.0327
15/09/2019,0,24.5,2.9568
16/09/2019,0,24.5,2.9172
17/09/2019,0,24.5,2.9953
18/09/2019,0,24.5,3.069
19/09/2019,0,24.5,3.0327
20/09/2019,0,24.5,4.4781
21/09/2019,0,24.5,6.6099
22/09/2019,0,24.5,3.9457
23/09/2019,0,24.5,4.3791
24/09/2019,0.497237,24.5,6.754
25/09/2019,0.066579,24.5,6.468
26/09/2019,0,25,3.9842
27/09/2019,0,25,4.2086
28/09/2019,0.166447,25,3.0459
29/09/2019,0,26,3.0173
30/09/2019,0,26,3.102
01/10/2019,0.003187,26.5,3.0173
02/10/2019,0,26.5,2.9007
03/10/2019,0,26.7,2.8193
04/10/2019,0,25.45,2.4992
05/10/2019,0,26.55,2.4706
06/10/2019,0,27.6,2.5267
07/10/2019,0,27.35,2.4409
08/10/2019,0,27.15,2.3826
09/10/2019,0,26.85,2.3518
10/10/2019,0,27.6,2.3507
11/10/2019,0,27.6,2.321
12/10/2019,0,27.6,1.9426
13/10/2019,1.432041,28.05,1.9932
14/10/2019,0.448684,27.4,1.6984
15/10/2019,0,26.8,1.5994
16/10/2019,0,27.25,1.639
17/10/2019,0,28.2,1.4443
18/10/2019,0,27.35,1.5785
19/10/2019,0,27.8,1.5994
20/10/2019,0,27.4,1.4443
21/10/2019,0,26.8,1.5136
22/10/2019,0,27.45,1.4905
23/10/2019,0,27.35,1.5576
24/10/2019,0.716021,27.6,1.4674
25/10/2019,0,27.95,1.5125
26/10/2019,0,28.2,1.4685
27/10/2019,1.233881,28.3,1.397
28/10/2019,0,28.55,1.3728
29/10/2019,0,28.3,1.3233
30/10/2019,0.575276,28.55,1.3717
31/10/2019,0,28.4,1.2716
01/11/2019,0,28.15,1.3233
02/11/2019,0.897368,28.1,0.4598
03/11/2019,1.945588,26.5,3.3561
04/11/2019,10.008,26.5,2.7698
05/11/2019,0.228209,26.5,12.331
06/11/2019,0,26.5,13.7379
07/11/2019,0,26.5,10.8427
08/11/2019,0,26.5,9.251
09/11/2019,0.158531,26.5,50.9223
10/11/2019,0,26.5,34.8579
11/11/2019,0,26.5,25.5519
12/11/2019,0.100117,26.5,14.9006
13/11/2019,1.138109,26.5,21.1574
14/11/2019,0.016192,26.5,59.7872
15/11/2019,0.016192,26.5,22.4917
16/11/2019,0.283664,26,20.2796
17/11/2019,0,26,11.0187
18/11/2019,0,26,6.292
19/11/2019,0.120386,26,6.0093
20/11/2019,0.06625,26,5.1689
21/11/2019,0,26,4.6706
22/11/2019,0,26,4.3076
23/11/2019,0,26,5.7761
24/11/2019,2.572618,26,5.6397
25/11/2019,1.275021,26,6.5989
26/11/2019,0.679045,26,15.719
27/11/2019,0.075088,26,26.2383
28/11/2019,0.130301,26,13.7929
29/11/2019,3.089406,26,36.311
30/11/2019,0,26,27.038
01/12/2019,3.792835,26,18.293
02/12/2019,13.37217,26,13.7698
03/12/2019,3.621116,27,15.6937
04/12/2019,0.044351,27,22.22
05/12/2019,0.543916,27,20.3863
06/12/2019,1.030804,27,54.0793
07/12/2019,0.045583,27,50.9883
08/12/2019,2.329138,27,24.8952
09/12/2019,0.050418,27,23.5213
10/12/2019,5.134918,27,14.8291
11/12/2019,2.590599,27,11.0781
12/12/2019,0.149819,27,16.2569
13/12/2019,0.395528,27,13.1791
14/12/2019,1.209663,27,11.6006
15/12/2019,0.443078,27,58.014
16/12/2019,1.939309,27,71.5836
17/12/2019,1.465445,27,56.9778
18/12/2019,1.023882,27,31.0288
19/12/2019,0.649214,27,22.9196
20/12/2019,3.612462,27,24.6499
21/12/2019,0.682534,27,20.1267
22/12/2019,2.721535,27,47.0096
23/12/2019,0.650605,27,33.8184
24/12/2019,2.060354,27,30.1422
25/12/2019,0.169225,27,80.7301
26/12/2019,1.152927,27,46.5806
27/12/2019,1.773185,27,36.2758
28/12/2019,3.869768,27,26.499
29/12/2019,2.139109,27,24.5795
30/12/2019,1.560734,27,21.3554
31/12/2019,3.303636,27,22.5115
01/01/2020,2.414531,27,23.8414
02/01/2020,38.3839,27,51.89347
03/01/2020,16.00664,30.4,72.52334
04/01/2020,29.38819,30.4,56.83373
05/01/2020,3.56735,30.4,11.9168
06/01/2020,9.960817,30.4,72.52334
07/01/2020,8.442154,30.4,25.64087
08/01/2020,16.04789,30.4,72.52334
09/01/2020,18.32804,30.4,33.7058
10/01/2020,7.853833,30.4,15.01688
11/01/2020,1.657255,30.4,11.9168
12/01/2020,1.289687,30.4,2.293389
13/01/2020,0,30.4,19.019
14/01/2020,0,30.4,16.618
15/01/2020,0.356631,30.4,13.324
16/01/2020,0.269955,30.4,10.827
17/01/2020,0,30.4,9.684
18/01/2020,0,30.4,9.084
19/01/2020,0,30.4,7.967
20/01/2020,0,30.4,7.967
21/01/2020,0.079558,30.4,8.152
22/01/2020,11.28881,30.4,83.66943
23/01/2020,30.7563,30.4,6.486684
24/01/2020,4.254748,30.4,6.486684
25/01/2020,0.496875,30.4,21.463
26/01/2020,1.266669,30.4,2.293389
27/01/2020,10.10202,30.4,95.3344
28/01/2020,32.53172,30.4,6.486684
29/01/2020,8.385809,30.4,25.64087
30/01/2020,13.69164,30.4,83.66943
31/01/2020,21.76056,30.4,72.52334
01/02/2020,11.46005,30.4,51.89347
02/02/2020,15.50033,30.4,95.3344
03/02/2020,19.48511,30.5,72.52334
04/02/2020,22.18577,30.5,61.92151
05/02/2020,0.047019,30.5,6.486684
06/02/2020,0,30.5,2.293389
07/02/2020,5.493103,30.5,54.12394
08/02/2020,25.56131,30.5,72.52334
09/02/2020,11.84316,30.5,11.9168
10/02/2020,10.55976,30.5,61.92151
11/02/2020,7.162404,30.5,25.64087
12/02/2020,14.48061,30.5,72.52334
13/02/2020,10.1905,30.5,33.7058
14/02/2020,0.53345,30.5,51.89347
15/02/2020,9.079637,30.5,25.64087
16/02/2020,17.71984,30.5,120.1351
17/02/2020,24.86069,30.5,72.52334
18/02/2020,4.67438,30.5,51.89347
19/02/2020,6.433844,30.5,29.58161
20/02/2020,16.2639,30.5,33.7058
21/02/2020,0.956024,30.5,51.89347
22/02/2020,27.37544,30.5,18.34711
23/02/2020,42.70346,30.5,132.4681
24/02/2020,6.479579,30.5,133.2339
